,owner,company,address,type,capacity_MW,approval_date,prep_time,note
920,정하황,한국서부발전,"전남  장흥군  유치면  용문리  산4,  늑용리  산33,  부산면    지천리  산29,  산22",풍력,16.1,2017-05-01,2018-06-30,"변경허가(위치/용량),  사업준비기간연장"
921,장영진,디에스파워,경기도오산시황새로149번길55(누읍동),열병합발전(LNG),466.1,2017-05-01,2018-01-31,주식취득
922,나병제,중부바이오에너지,전북  군산시  비응도동  36,"신재생(바이오고형연료  :  목재펠릿, Bio-SRF 등)",200.0,2017-05-02,2019-12-31,주식취득
923,이길구 ,포항신재생에 너지,경북  포항시  북구  흥해읍  용한 신재생 리(영일만3일반산업단지),"【목질계 바이오매스(우드칩, 필렛  혼소)】",110.0 nan,2017-05-02 ,2020-12-31 ,주식취득 
924,이후근,파주그린에너지,경기도  파주시  파주읍  백석리 195-1번지  일원,신재생(SRF),9.9,2017-05-30,2019-10-31,사업준비기간연장
925,임진국,에너지관리사업단,강원도  횡성군  횡성읍  조곡리 3-2번지  일원,Bio-SRF,9.9,2017-05-30,2019-06-30,사업준비기간연장
926,오범준,포승퓨얼셀,경기도  평택시  포승읍  원정리 1173-7,신재생(연료전지),37.5,2017-05-30,2019-12-31,사업준비기간연장
927,이상능,비금풍력발전,전남  신안군  비금면  구림리 39-10  등지,풍력,60.0,2017-05-11,2019-12-31,사업준비기간연장
928,조병련,신안그린에너지,전남  신안군  자은면  백산리 271번지  일원,풍력,42.0,2017-05-18,2018-06-30,사업준비기간연장
929,정용수,영양에코파워,"경북  영양군  석보면  요원리  산65-1, 산31-4, 산45-2, 산45-11,  산45-12,  산45-13,    산58-1,  산58-2,  산91,  영양군  석보면  홍계리  산29-1,영양군  영양읍  양구리  산1-13,  산43-1  ,산43-2",풍력,75.9,2017-05-19,2018-12-31,"용량변경,사업준비기간연장"
930,김기환,구미그 린에너지,경북  구미시  1공단로6길  54,신 재 생 ( 바이오매스),29.9,2017-05-31,2020-12-31,
931,전영수 ,이엔테크 ,490,경기도  연천군  전곡읍  양연로  신 재 생 9.9 【SRF : 고 형 연료】,nan nan,2017-05-31 ,2020-06-30 ,
932,이영경,우리파워15호,경북  봉화군  봉화읍  도촌리  산70-1외  30필지,태양광,55.0,2017-05-31,2020-05-31,
933,김형남,제주에 너지개발,제주시  구좌읍  송당리  산78번지외  86필지,태양광,95.0,2017-05-31,2019-05-31,
934,남상부,진주산업,충북  청주시  청원군  북이면  신대석성로  253-4,"고 형 연 료(SRF),  산업폐기물",3.383,2017-05-31,2018-04-30,
935,박식,군산풍력발전,"전북 군산시 비응도동 19,21,22,23,35번지",풍력,4.95,2017-05-31,2015-12-31,양수인가
936,최명성,원프랜트,경남 양산시 원동면 대리 1039-3번지,풍력,6.0,2017-05-31,2021-05-31,
937,홍종후,우람에너지,경북  봉화군  소천면  고선리  산1,풍력,45.0,2017-05-31,2020-12-31,
938,김영건,해제풍력,전남  무안군  해제면  석룡리  산51-8번지  일원,풍력,21.6,2017-05-31,2021-03-31,
939,김찬대,보성풍력발전,"전남  보성군  보성읍  봉산리  및 옥평리,  득량면  정흥리    일대(봉화산  일대)",풍력,20.0,2017-05-31,2018-06-30,사업준비기간연장
940,김근안,태백귀 네미풍력발전,강원도  태백시  하사미동  산220-3  일원,풍력,20.0,2017-06-09,2018-12-31,사업준비기간연장
941,서기섭 ,대명지이씨 ,"전남  영광군  염산면  봉남리 1100-4번지 일원, 봉남리 1100-5번지  전면  방조제부터 설도항까지  이르는  염산    방조제  앞  공유수면부",풍력 ,38.4 ,2017-06-13 ,2018-04-30 ,사업준비기간연장 
942,기찬수,청송노 래산풍력발전,경북  청송군  안덕면  노래리  산68-1번지  일원,풍력,19.2,2017-06-19,2019-02-28,"사업준비기간연장,  용량변경"
943,"이종희,오상운",압해풍 력발전소,전남  신안군  압해면  가룡리  일원,풍력,40,2017-06-20,2019-03-31,사업준비기간연장
944,이종희,압해풍 력에너지,전남  신안군  압해면  가룡리  일원(해상  포함),신재생(풍력),20,2017-06-20,2019-07-31,사업준비기간연장
945,공유덕,에너지워터,전남  고흥군  대서면  남정리 2431  일원,태양광,8,2017-06-26,2018-12-31,사업준비기간연장
946,김남길,그린영 암에너지,충남  보령시  성주면  개화리  산30,태양광,3.99861,2017-06-26,2017-08-31,사업준비기간연장
947,변상현,울진풍력,"경북  울진군  기성면,  원남면 현종산  일원",풍력,53.4,2017-06-28,2018-06-30,"사업준비기간연장,대표자변경"
948,임영근,SE그린에너지,"경기도  화성시  장안면  노진리 16번지  일원(4,944㎡)",신 재 생(SR F : 고형연료),9.9,2017-06-29,2020-02-29,"사업준비기간연장,대표자변경"
949,김길훈,장항에코파워,충남  서천군  장항읍  장항공단길  28번길  60,신 재 생 ( 연료전지),20,2017-06-29,2020-06-30,사업준비기간연장
950,이상득,중부그 린에너지,경기도  평택시  포승읍  평택항로156번길  43,신 재 생 ( 연료전지),40,2017-06-29,2019-06-30,"사업준비기간연장,대표자변경"
951,오형석,해남그 린에너지,전남  해남군  송지면  학가리 324-1  등지,태양광,9,2017-06-29,2017-12-31,사업준비기간  연장
952,기찬수 ,영암태 전,"양광발 전남 영암군 영암읍 한대리, 태양광 금정면  연소리,  연보리  일원",,98 nan,2017-07-04 ,2020-04-30 ,
953,김기홍,아이블루솔라,"경남  양산시  상북면  내석리  산 193-3외 4필지(산193-3, 산213,  산231-1,  산234-1,   산235)",태양광,18.32,2017-07-04,2020-06-30,
954,정수현,현대건설,"충남  서산시  부석면  창리  620, 621,마룡리  981번지",태양광,65.0,2017-07-04,2020-05-31,
955,하영봉,GS에너지,경기도  김포시  향촌읍  학운리 3379(학운2일반산업단지),신 재 생( N G : 연 료전지),40.0,2017-07-04,2020-12-31,
956,김용진,한국동서발전,전남  여수시  월내동  1393,신 재 생【 목 질 계 바 이 오 매스】,105.0,2017-07-04,2020-06-30,
957,이병화,두산건설,서울시  강서구  마곡동  91번지 일원,신 재 생( N G : 연 료전지),30.8,2017-07-04,2018-12-31,
958,서준열,더블류 티이목포,전남  목포시  대양동  797번지(목포대양산단A14블록),신 재 생【 생 활 ․ 산업  등  폐기 물 ( 비 성형SRF  포함)】,29.9,2017-07-04,2019-05-31,"발전원  일부  변경,  사업준비기간연장"
959,김재종,동진풍력발전,강원도  평창군  대관령면  유천리  산1번지  일원,풍력,147.0,2017-07-04,2019-05-31,
960,김용진,한국동서발전,"경북  포항시  북구  죽장면  상옥리  산20,  산15-1,  산15-2,  기북면  성법리  산1,  산2,  신광면  마북리    산2-1,  산12번지  일원",풍력,63.0,2017-07-04,2019-12-31,"용량변경,전압변경"
961,하태국,우람발전,경북  청송군  부남면  중기리  산86-1,풍력,42.0,2017-07-04,2020-06-30,용량변경(부지축소)
962,황영윤,보령풍력발전,충남  보령시  신흑동  2122-2번지  일원,풍력,19.8,2017-07-04,2019-10-31,용량변경
963,정해주,대관령풍력,"강원도  평창군  용평면  노동리 산1-5,  산1-30도",풍력,4.2,2017-07-04,2018-12-31,용량변경
964,한성원,육백산 풍력발전,강원도  삼척시  도계읍  황조리 산159임  일원,풍력,30.0,2017-07-04,2018-06-30,양수인가
965,이규환,강원풍력발전,강원도  평창군  대관령면  횡계리,풍력,98.0,2017-07-17,2005-11-13,대표자변경
966,이규환,효성윈드파워홀딩스,강원도  강릉시  왕산면  대기4리 일원,풍력,26.0,2017-07-20,2017-06-30,본점  소재지변경
967,양경호,군산바이오에너지,전북  군산시  비응도동  36,신재생(목재펠릿),200.0,2017-07-25,2019-12-31,원동력의  종류
968,김영건,해제풍력,전남  무안군  해제면  석룡리  산51-8번지  일원,풍력,21.6,2017-08-14,2021-03-31,본점  소재지변경
969,김재종,한일풍력발전,강원도  철원군  근남면  육단리 산88-1번지  일원,풍력,39.0,2017-08-17,2019-08-31,사업준비기간  연장
970,유주호 ,덕천에너지 ,충남  홍성군  은하면  구항남길 286-48 ,SR F(R DF ) 유 화 유 ( 연료 비 율 100%),9.0 nan,2017-08-22 ,2019-12-31 ,
971,제갈종식,덕영에너지,경남  창녕군  대합면  대곡리 299-6일원,신 재 생【SRF】,9.9,2017-08-22,2020-09-30,
972,최성권,해파랑에너지,"경북  영덕군  영해면  괴시리  산66-1,  산67-1,  산66-5",풍력,16.8,2017-08-22,2021-09-30,
973,이영경,봉화화 천태양광발전소,"경북  봉화군  봉화읍  화천리  산1-1,  산1-11",태양광,60.0,2017-08-22,2020-08-31,
974,금윤희,다쓰테크,전남  해남군  황산면  호동리 909-21외  17필지,태양광,6.88,2017-08-22,2013-12-31,㈜다남솔라  흡수합병
975,김미중,윈드로 즈이앤씨,"전남  여수시  중흥동 1731, 1740번지,전남  여수시  적량동 1337번지  등  3필지",신 재 생【 소 수력】,8.4,2017-08-22,2020-06-30,
976,이병화,두산건설,광주시  서구  치평동  662-1번지  일원,신 재 생( N G : 연 료전지),26.4,2017-08-22,2018-12-31,
977,이병화,두산건설,인천시  동구  송림동  8-344  일원,신 재 생( N G : 연 료전지),39.6,2017-08-22,2018-12-31,
978,허용수,지에스 이피에스,"경남  고성군  하일면  학림리  산113,  산94,  산116,  산117,  산161-1,  산166,  산169,    산170, 산173-1,  산187,  산188,  산189, 수양리  산56-1,  오방리  산3,  산9,  상리면  동산리  산90-1,  산133-2",풍력,82.5,2017-08-22,2021-04-30,
979,윤창운,코오롱글로벌,"강원도  삼척시  도계읍  상덕리 산1,  구사리  산51,  산26,  심포리  산113-1번지  일원",풍력,39.6,2017-08-22,2020-12-31,
980,서경순,청송에너지,충북  단양군  영춘면  장발리  산134-1번지  일원,풍력,45.6,2017-08-22,2021-05-31,
981,"양홍석,우혁재",빛고을 운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,4.0,2017-08-24,2017-08-31,사업준비기간연장
982,장기태,거제풍력,경남  거제시  일운면  소동리  일원,풍력,40.0,2017-08-29,2019-01-31,대표자  변경
983,서종현,청송노 래산풍력발전,경북  청송군  안덕면  노래리  산68-1번지  일원,풍력,19.2,2017-08-29,2019-02-28,대표자  변경
984,박기원,삼척풍력발전,강원도  삼척시  근덕면  궁촌리 산310임  일원,풍력,138.6,2017-08-29,2018-12-31,대표자  변경
985,김경두,원동풍력,"경남  양산시  원동면  내포리  산1-1일원,  화제리  산371,    산372-1일원",풍력,38.4,2017-09-13,2019-09-30,"사업준비기간  연장,대표자변경"
986,서기섭,대명지이씨,전남  영암군  금정면  활성산길 219,풍력,40.0,2017-09-29,2014-02-28,대표자변경
987,한국중부발전사장,"한국중부발전(서울복합  1,2호기)",서울시  마포구  당인동  1번지 일원,LNG복합화력,800.0,2017-09-27,2019-08-31,사업준비기간  연장
988,최평락,한국중부발전,제주시  삼양동  900번지,L N G 복 합( 비 상 시 경유 등 사용),240.0,2017-09-27,2018-09-30,사업준비기간  연장
989,양경호,군산바이오에너지,전북  군산시  비응도동  36,신재생(목재펠릿),200.0,2017-09-27,2019-12-31,발전연료변경
990,박근식,영광풍력발전,"전남  영광군  백수읍  하사리,약수리,  염산면  축동리,신성리,송암리  일원",풍력,79.6,2017-09-27,2019-09-27,"용량변경,준비기간연장"
991,기찬수,서기섭,경북  포항시  북구  신광면  냉수리  산63번지  일원,풍력,20.0,2017-09-28,2017-12-31,대표자변경
992,장찬현,안동풍력발전,경북  안동시  길안면  백자리  산97번지  일원,풍력,18.4,2017-09-29,2018-06-30,대표자변경
993,박준영,에스엠 지에너지,전북  군산시  비응도동36-23 군산2국가산업단지  내,신 재 생 ( 목재펠릿),200.0,2017-09-29,2020-06-30,연료변경
994,최용선,글로벌 윈드에너지,"강원도  양구군  해안면  만대리, 월산리,  이현리,  후리  일원,  인제군  서화면,  가전리,  심적리 일원",풍력,126.0,2017-09-29,2021-04-30,
995,이용우,지윈드스카이,부산시  해운대구  중동  591-15번지  해상,풍력,40.0,2017-09-29,2019-12-31,
996,박상무,씨스포빌,강원도  정선군  임계면  임계리 산8번지  일원,풍력,30.0,2017-09-29,2021-06-30,
997,박정학,명성파워그린,강원도  삼척시  가곡면  오목리 산21번지,풍력,39.0,2017-09-29,2021-06-30,
998,윤동준 ,포스코에너지 ,전남  신안군  자은도  서측  공유수면  해상(①  위도 : 34°53′②25.90″/경도:125°54′32.57″ 위도:34°53′28.72″/경도:125°56′ 24.00″  ③위도:34°50′51.25″/경도:125°56′29.84″④위도:34°49′22.18″/경도:125°55′51.47″⑤위도:34°49′16.00″/경도:125°51′49.27″),신 재 생 ( 해상풍력) ,300.0 nan,2017-09-29 ,2021-09-30 ,
999,유정준,SK  E&S,전남  신안군  자은도  북동쪽  공유수면  해상(①위도:34°  58′36. 45″/경도:126°  00′20.  19″  ②위도:34° 58′36. 45″/경도:126° 03′27.  52″  ③위도:34°  57′12. 95″/경도:126° 00′20. 19″  ④ 위도:34°  57′12.  95″/경도:126° 03′27.  52″),신 재 생 ( 해상풍력),96.0,2017-09-29,2021-06-30,
1000,서종현,대명에너지,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",신 재 생 ( 풍력),42.0,2017-09-29,2021-07-31,
1001,박요셉,청도브리즈,경북  청도군  금천면  소천리  산100-1  일원,신 재 생 ( 풍력),10.8,2017-09-29,2021-08-31,
1002,함 스 테판윤성,에스케 이디앤디,경북  의성군  옥산면  감계리  산27번지(황학산)일원,신 재 생 ( 풍력),72.0,2017-09-29,2021-07-31,
1003,원남희,명성환경,광주시  서구  매월1로  50-4,폐기물  보일러  소각열,3.1,2017-09-29,2019-09-30,"용량변경,준비기간연장"
1004,김대영,무림파워텍,경남  진주시  남강로  1317길 24,"열병합(BC유,LNG)",26.3,2017-09-29,,용량변경
1005,정해주,대관령풍력,강원도  평창군  대관령면  횡계리  산1-1,풍력,23.1,2017-10-24,2019-10-31,사업준비기간  연장
1006,이남진,해다미,경기도  화성시  송산면  마산리 416-15번지,신재생(Bio-SRF),9.9,2017-11-13,2019-01-31,사업의  내용  변경
1007,장기태,가덕대항주민바람,부산시  강서구  대항동  산13-2번지  일대,풍력,19.2,2017-11-13,2019-09-30,
1008,"구영임, 이정욱",홍천율전풍력발전,"강원도  홍천군  내면  율전리  산188-2,  산182,  산  183,  산184, 산185번지",풍력,84.0,2017-11-13,2020-06-30,
1009,박정학,명성파워그린,"강원도  원주시  판부면  신촌리 산80,  금대리  산120번지",풍력,39.0,2017-11-13,2020-06-30,
1010,윤찬국,무안햇빛발전소,"전남  무안군  운남면  연리 1126-10,  1126-77,성내리 560-12,  560-13",태양광,30.0,2017-11-13,2020-10-31,
1011,이인규,이촌태양광발전,"전남  해남군  현산면  구시리  산 183-7번지,  산  183-17,  산183-18",태양광,25.0,2017-11-13,2019-09-30,
1012,이영천,현대에코에너지,"충남  서산시  부석면  창리  620, 621,마룡리  981번지",태양광,65.0,2017-11-13,2020-10-31,양수인가
